websites_link,HTMLElement,Category
https://www2.hm.com/en_gb/index.html,"<input id=""main-search"" data-url=""/content/hmonline/en_gb/jcr:content/header/autosuggestsearch.display.html"" type=""search"" data-test=""false"" name=""q"" placeholder=""Search products"" minlength=""3"" maxlength=""200"" data-autocomplete-disabled=""false"" class=""ui-autocomplete-input menu__search_input"" autocorrect=""off"" spellcheck=""false"" autocomplete=""off"" aria-label=""Search products"">",Search
https://www.newegg.com/,"<input type=""search"" title=""Search Site"" autocomplete=""off"" value="""">",Search
https://www.macys.com/,"<input id=""globalSearchInputField"" name=""keyword"" type=""text"" size=""9"" maxlength=""120"" class=""globalSearchInputField right"" autocomplete=""off"" required="""" oninvalid=""return false"" placeholder=""Search"" value="""" style=""padding-right: 22px; display: inline-block;"">",Search
https://www.bhphotovideo.com/,"<input type=""text"" id=""top-search-input"" data-selenium=""topSearch"" class=""twelve js-placeholder js-topsearch"" name=""Ntt"" autocomplete=""off"" placeholder=""Search "">",Search
https://www.americanexpress.com/,"<input type=""search"" class=""axp-global-header__dls-module__formControl___2tgsf undefined"" name=""term"" placeholder=""Search"" aria-label=""search input"">",Search
https://www.redbubble.com/,"<input type=""search"" class=""node_modules--redbubble-design-system-react-headerAndFooter-components-Typeahead-components-desktop-Box-Input-styles__term--2hJyR"" name=""query"" data-testid=""ds-typeahead-input-desktop"" placeholder=""Search designs and products"" role=""combobox"" aria-label=""Search term"" aria-expanded=""true"" aria-autocomplete=""list"" aria-controls=""downshift-126917-menu"" aria-labelledby=""downshift-126917-label"" autocomplete=""off"" id=""downshift-126916-input"" value="""">",Search
https://www.msi.com/index.php,"<input type=""text"" autocomplete=""off"" id=""search"" placeholder=""Search"" aria-label=""Search through site content"">",Search
https://www.cisco.com/,"<input name=""query"" id=""srch-phrase"" placeholder=""Search"" value="""" tabindex=""2"" autocomplete=""off"" autocorrect=""off"" autocapitalize=""off"" spellcheck=""false"" maxlength=""275"" aria-describedby=""screenreader-instruction"" aria-owns=""search-typeahead-list"" aria-expanded=""false"" aria-autocomplete=""both"" aria-activedescendant="""" class=""style-scope cdc-search"" type=""search"">",Search
https://www.uniqlo.com/eu/en/home,"<input class=""algolia-search-input js-algolia-search-input headerSearch__input"" type=""text"" placeholder=""Search for products or content: Bratops, 3D Knit, JW ANDERSON"" data-hascontentassetplaceholder=""true"">",Search
https://www.cdiscount.com/,"<input autocomplete=""off"" autocorrect=""off"" data-dpt="""" autocapitalize=""off"" type=""search"" value="""" placeholder=""Qu'est-ce qui vous ferait plaisir ?"" onkeyup=""this.value?$('.hSrcCancel', this.parentNode).show():$('.hSrcCancel', this.parentNode).hide();"">",Search
https://www.nintendo.com/,"<input class=""AutoCompleteInputstyles__ActiveInput-sc-a36a8l-1 hZuPeF SearchInputstyles__Input-sc-n42o5d-4 ciNlOG"" placeholder=""Search games, hardware, news, etc"" name=""q"" type=""text"" aria-label=""Search games, hardware, news, etc"" autocomplete=""off"" autocapitalize=""off"" value="""">",Search
https://www.humblebundle.com/,"<input id=""site-search"" aria-label=""Search"" class=""site-search js-search"" placeholder=""Search"">",Search
http://www.auction.co.kr/,"<input type=""text"" class=""search_input_keyword"" id=""txtKeyword"" onmousedown=""return TopSearchBox.SetSearchBoxAdClear(1, this, event);"" onkeydown=""return TopSearchBox.SetSearchBoxAdClear(1, this, event);"" onclick=""return TopSearchBox.SetSearchBoxAdClear(1, this, event);"" onfocus=""return TopSearchBox.SetSearchBoxAdClear(0, this, event);"" title=""Enter a search term"" autocomplete=""off"">",Search
https://www.shutterfly.com/,"<input placeholder=""Search"" aria-label=""Enter searching text here"" maxlength=""50"" role=""searchbox"" aria-autocomplete=""list"" aria-owns=""search_results"" aria-activedescendant="""" data-linkname=""search box selected"" hint=""[object Object]"" type=""text"" novalidate="""" class=""unstyled_input uigSrchTxtField  "" value="""">",Search
https://www.walgreens.com/,"<input type=""text"" value="""" id=""ntt-placeholder"" class=""blue-shadow"" name=""Ntt"" placeholder=""Search"" aria-label=""Search by keyword or item number"" title=""Search"" role=""combobox"" aria-describedby=""ntt-placeholder"" aria-live=""polite"" aria-autocomplete=""both"" aria-haspopup=""true"" aria-owns=""wag-typeaheadlists"" aria-controls=""ntt-placeholder"" aria-expanded=""false"" autocomplete=""off"" autocorrect=""off"">",Search
https://www.bedbathandbeyond.com/,"<input aria-label=""Search"" aria-owns=""searchSuggestions"" autocomplete=""off"" class=""s12 whiteBg searchInput user-invalid valueMissing"" data-locator=""searchbar"" id=""searchInput"" name=""searchInput"" on=""input-debounced:AMP.setState({'searchTerm': event.value}); tap:AMP.setState({u: {nav: null}, navState: {activeDskNav: null, nav1Header: null, nav1Obj: null, flyoutMenu: null}})"" required="""" spellcheck=""false"" tabindex=""-1"" type=""search"" value="""">",Search
https://shein.com/,"<input data-v-625ba90a="""" type=""search"" name=""header-search"" autocomplete=""off"" class=""header-search-input j-header-search-input"" placeholder=""Bag"">",Search
https://www.sephora.com/,"<input type=""search"" autocomplete=""off"" autocorrect=""off"" autocapitalize=""off"" spellcheck=""false"" aria-autocomplete=""list"" aria-controls=""site_search_listbox"" maxlength=""70"" data-at=""search_input"" value="""" placeholder=""Search"" id=""site_search_input"" name=""keyword"" class=""css-1ij6iqe"">",Search
https://www.boohoo.com/,"<input role=""combobox"" aria-autocomplete=""list"" aria-controls=""search-suggestions-list"" aria-expanded=""false"" aria-haspopup=""listbox"" aria-label=""Search combobox"" aria-owns=""search-suggestions-list"" data-ref=""input"" data-event-blur=""handleBlur"" data-event-focus=""handleFocus"" data-event-input=""handleInput"" data-event-keydown=""handleKeydown"" data-event-click.prevent=""handleOpenClick"" data-tau=""search_dialog_input"" id=""header-search-input"" class=""b-search_input-input m-empty"" type=""search"" name=""q"" value="""" placeholder=""What are you looking for?"" autocapitalize=""off"" autocomplete=""off"" autocorrect=""false"" spellcheck=""false"" itemprop=""query"" maxlength=""50"" enterkeyhint=""search"" title=""Search"">",Search
https://www.asos.com/?,"<input type=""search"" id=""chrome-search"" name=""q"" class=""Cyuazsm _1LCOtZ3 SJwm9Lx"" autocomplete=""off"" autocorrect=""off"" spellcheck=""off"" placeholder=""Search for items and brands"" data-testid=""search-input"" aria-autocomplete=""list"" aria-haspopup=""listbox"" aria-expanded=""false"" aria-activedescendant="""" maxlength=""150"" value="""">",Search
https://www.rei.com/,"<input class=""search__input"" autocorrect=""off"" autocomplete=""off"" type=""text"" maxlength=""70"" title=""search input field"" aria-labelledby=""search-button"" aria-multiline=""false"" aria-autocomplete=""list"" aria-owns=""gnav-recent-search-list gnav-suggestion-list gnav-search-status"" data-js=""search-field"" data-ui=""site-header-site-search-input"" name=""q"" placeholder=""Search for great gear &amp; clothing"" data-analytics-id=""rei_nav:search_text_open"" role=""searchbox"" aria-activedescendant="""">",Search
https://www.gamestop.com/,"<input class=""form-control border-0 search-field hide-clear"" type=""search"" value="""" name=""q"" id=""searchRedesignTemplateInput"" placeholder=""Search games, consoles and more"" autocomplete=""off"" autocapitalize=""none"" aria-label=""Search games, consoles and more"">",Search
https://www.barnesandnoble.com/,"<input autocomplete=""off"" placeholder=""Search by Title, Author, Keyword or ISBN"" type=""text"" aria-autocomplete=""both"" aria-expanded=""false"" aria-haspopup=""listbox"" role=""combobox"" class=""rbt-input-main form-control rbt-input"" value="""">",Search
https://www.fnac.com/,"<input type=""search"" class=""Header__search-input js-HeaderSearch-input js-searchbar-input"" name=""Search"" id=""Fnac_Search"" placeholder=""Rechercher un produit"" aria-label=""Rechercher un produit"" value="""" autocapitalize=""off"" autocomplete=""off"" autocorrect=""off"" spellcheck=""false"" minlength=""1"" required="""" data-automation-id=""search-product-input"">",Search
https://www.bodybuilding.com/en-MT/index,"<input class=""w21_header-search__input ui-autocomplete-input"" type=""search"" name=""q"" placeholder=""Search supplements, plans, or articles..."" value="""" id=""ispbxii_0"" autocomplete=""OfF"" autocorrect=""off"" autocapitalize=""off"" aria-label=""Search"" aria-autocomplete=""list"" isp_ac=""OfF"">",Search
https://www.6pm.com/,"<input type=""search"" id=""searchAll"" name=""term"" role=""combobox"" aria-autocomplete=""list"" aria-haspopup=""listbox"" aria-expanded=""false"" class=""aD-z"" placeholder=""Search 6pm.com"" accesskey=""s"" value="""" autocomplete=""off"">",Search
https://www.urbanoutfitters.com/,"<input aria-label=""Search"" placeholder=""Search"" autocapitalize=""off"" autocomplete=""off"" autocorrect=""off"" name=""q"" required=""required"" spellcheck=""false"" type=""text"" value="""" class=""c-pwa-site-search__input"">",Search
https://www.vans.eu/,"<input class=""formPlaceHolder header-search-term-input-js search-input-js"" required="""" data-filter-chars=""[\/\|\*\\]"" type=""text"" id=""search"" name=""searchTerm"" placeholder=""Search for ..."" aria-label=""Search for ..."" autocomplete=""off"">",Search
https://store.acer.com/en-gb/?internal_source=mktg_hp-nav&internal_medium=link&internal_campaign=internal,"<input id=""search"" type=""text"" name=""q"" placeholder="""" class=""input-text"" maxlength=""128"" role=""combobox"" aria-haspopup=""false"" aria-autocomplete=""both"" autocomplete=""off"">",Search
https://www.elo7.com.br/,"<input autocomplete=""off"" aria-controls=""results"" aria-autocomplete=""list"" type=""text"" name=""q"" placeholder=""Buscar produtos"" value="""" class=""search-field"" id=""search-query"" data-tracker=""bn=1"" aria-label=""Buscar produtos"">",Search
https://shop.mango.com/mt/women,"<input class=""LqcsN"" type=""search"" placeholder=""Search in Woman"" data-testid=""header.search.input"" value="""">",Search
https://www.jarir.com/,"<input itemprop=""query-input"" name=""search"" placeholder=""?????"" type=""text"" autocomplete=""off"" class=""input__field search-form__input"">",Search
https://www.ulta.com/,"<input class=""form-control"" name=""searchInput"" id=""searchInput"" autocomplete=""off"" autocorrect=""off"" spellcheck=""false"" type=""text"" aria-label=""Search"" placeholder=""Search"" value="""">",Search
https://www.sears.com/,"<input accesskey=""2"" type=""text"" autocomplete=""off"" autocorrect=""off"" id=""keyword"" name=""keyword"" alt=""Search Sears"" title=""Search Sears"" value="""" placeholder=""What would you like to search for today?"" data-flk-success=""atNodeInserted978"" onfocus=""this.placeholder = &quot;&quot;"" onblur=""this.placeholder = &quot;What would you like to search for today?&quot;"" style=""height:36px !important"" class=""ui-autocomplete-input"">",Search
https://www.qvc.com/,"<input id=""txtMastheadSearch"" class=""searchInput"" placeholder=""What can we help you discover?"" type=""text"" value="""" autocorrect=""off"" autocomplete=""off"" aria-owns=""predictiveSearch"" aria-expanded=""false"" data-msg-required=""Please enter one or more search words before clicking SEARCH."">",Search
https://www.ifixit.com/,"<input type=""search"" placeholder=""Try &quot;Car Maintenance&quot;"" autocomplete=""off"" autocorrect=""off"" autocapitalize=""off"" aria-label=""Search"" class=""css-jexeh8"" value="""" style=""height: 48px;"">",Search
https://global.tommy.com/,"<input class=""search__input js-search-input"" type=""text"" name=""search"" placeholder=""Type to search"">",Search
https://www.hermes.com/us/en/,"<input id=""block-hermes-commerce-nav-search"" type=""text"" aria-autocomplete=""list"" autocomplete=""off"" class=""field-search"" name=""s"" aria-controls=""search-listbox"" placeholder=""Search"">",Search
https://store.arduino.cc/,"<input type=""text"" placeholder=""Search on Arduino.cc"" value="""" name=""q"" title="""" class=""search-typing aa-input"" autocomplete=""off"" spellcheck=""false"" role=""combobox"" aria-autocomplete=""both"" aria-expanded=""false"" aria-owns=""algolia-autocomplete-listbox-0"" dir=""auto"" style="""">",Search
https://grifo210.com/en/,"<input id=""search"" type=""text"" name=""q"" value="""" placeholder=""Search entire store here..."" class=""input-text"" maxlength=""128"" role=""combobox"" aria-haspopup=""false"" aria-autocomplete=""both"" autocomplete=""off"">",Search
https://www.mediamarkt.de/,"<input type=""text"" aria-label=""Was suchen Sie?"" placeholder=""Was suchen Sie?"" maxlength=""150"" autocomplete=""off"" class=""StyledTextInput-p8hv3c-1 gYopDH"" value="""">",Search
https://www.ae.com/us/en,"<input name=""search"" autocomplete=""off"" placeholder=""Products, help topics, etc."" maxlength=""80"" id=""ember578-input"" class=""ember-text-field ember-view form-control form-control form-input-search"" aria-label=""Products, help topics, etc."" type=""search"">",Search
https://www.cabelas.com/shop/en,"<input id=""SimpleSearchForm_SearchTerm"" aria-label=""Search"" type=""text"" name=""searchTerm"" placeholder=""What can we help you find?"" required="""" autocomplete=""off"">",Search
https://eu.gymshark.com/,"<input type=""text"" id=""search-input"" placeholder=""Search By Typing Keywords..."" aria-label=""Search"" class=""Styles__SearchBar-sc-1anx23j-1 kPzyBd"">",Search
https://shop.lululemon.com/,"<input type=""search"" autocomplete=""off"" placeholder=""Search"" class=""search_input__2c8IH lll-text-body-2 OneLinkTx"" name=""Ntt"" value="""" data-testid=""nav-desktop-search"">",Search
https://www.jcrew.com/mt/,"<input type=""search"" aria-label=""Site wide search"" class=""nc-nav__search__input"" placeholder=""Search J.Crew"" value="""" data-qaid=""navDesktopSearchInput"" autocomplete=""off"" autocapitalize=""off"" autocorrect=""off"" maxlength=""50"">",Search
https://www.harrods.com/en-mt/,"<input data-test=""input"" aria-invalid=""false"" id=""search-popover-input"" type=""search"" name=""query"" autocomplete=""off"" placeholder=""Search Harrods.com"" class=""css-eir78e e1xj99aj8"" value="""">",Search
https://front.wemakeprice.com/main,"<input type=""text"" id=""_searchKeyword"" name=""search_keyword"" autocomplete=""off"" class=""ui_input_text"" size=""5"" title=""??? ??"" maxlength=""50"" value="""" data-gtm-category=""PC_??"" data-gtm-action=""GNB_??"" data-gtm-label=""??????"" data-gtm-vis-recent-on-screen-8207576_2001=""3933"" data-gtm-vis-first-on-screen-8207576_2001=""3933"" data-gtm-vis-total-visible-time-8207576_2001=""100"" data-gtm-vis-has-fired-8207576_2001=""1"">",Search
https://www.jbhifi.com.au/,"<input placeholder=""Search products"" type=""search"">",Search
https://uk.jbl.com/home?countrySelector=yes&ged=off,"<input id=""search-bar"" class=""search-bar"" type=""search"" name=""q"" placeholder=""Search"" autocomplete=""off"" data-gtm-vis-has-fired-7462654_622=""1"" data-gtm-vis-has-fired-7462654_636=""1"" data-gtm-vis-has-fired-7462654_621=""1"">",Search
https://www.leam.com/it_eu/,"<input id=""search"" type=""text"" name=""q"" value="""" class=""searchbox"" maxlength=""256"">",Search
https://www.prettylittlething.com/?refresh=1647018715474,"<input class=""search-box"" autocomplete=""off"" id=""searchbox"" name=""q"" type=""search"" value="""" placeholder=""Search"" maxlength=""128"" aria-label=""Search Input"">",Search
https://www.alibris.com/,"<input type=""text"" id=""searchBox"" name=""keyword"" class=""form-control search-input ui-autocomplete-input"" placeholder=""Search by Title, Author, or ISBN"" autocomplete=""off"">",Search
https://colourpop.com/,"<input class=""header__search-bar--input"" type=""text"" name=""q"" placeholder=""tell us what you want"" autofocus="""" autocomplete=""off"" maxlength=""255"">",Search
https://www.staples.ca/,"<input type=""search"" autocomplete=""off"" aria-autocomplete=""list"" aria-controls=""react-autowhatever-1"" class=""react-autosuggest__input"" placeholder=""Search for products, services and articles"" aria-label=""Search for products, services and articles"" id=""algoliasearch-searchbar-input"" value="""">",Search
https://www.leroymerlin.fr/,"<input type=""search"" id=""keyword--998"" name=""keyword"" class=""mc-text-input mc-field__input js-form-input hasPlaceHolder mc-left-icon-input__input "" placeholder=""Rechercher un produit, une marque..."" aria-label=""Commencez à saisir les termes à rechercher, puis naviguez dans les propositions avec les flèches haut et bas, et faites entrer pour valider votre choix"" data-mismatch=""Ce champ ne respecte pas le format attendu : "" pattern=""([^<>{}])*"" tabindex=""0"" maxlength=""100"">",Search
https://eu.cettire.com/,"<input type=""text"" id=""searchInput"" class=""_3_9TvcMgYc9w_IvDNYkS_k"" placeholder=""Search"" value="""" autocomplete=""off"">",Search
https://www.pacsun.com/,"<input class=""js-search-input form-control search-field desktop-search"" type=""text"" name=""q"" value="""" placeholder=""Search"" role=""combobox"" aria-describedby=""search-assistive-text"" aria-haspopup=""listbox"" aria-owns=""search-results"" aria-expanded=""false"" aria-autocomplete=""list"" aria-activedescendant="""" aria-controls=""search-results"" aria-label=""Enter Keyword or Item No."" autocomplete=""off"">",Search
https://www.woolworths.com.au/,"<input id=""wx-headerSearch"" name=""headerSearch"" type=""search"" autocomplete=""off"" class=""headerSearch-searchBox"" placeholder=""Search products &amp; recipes"" role=""combobox"" aria-owns=""headerSearch-results"" aria-haspopup=""true"" aria-autocomplete=""both"" aria-label=""Search products &amp; recipes"" aria-expanded=""false"" aria-activedescendant="""" onfocus=""AR.headerSearch.searchFocus()"" onfocusout=""AR.headerSearch.searchFocusOut(event)"" oninput=""AR.headerSearch.searchOnInput()"" onkeydown=""AR.headerSearch.searchKeydown(event)"">",Search
https://www.jomashop.com/,"<input type=""text"" class=""search-field-input"" placeholder=""Search by brand or model"" readonly="""" aria-label=""search box"">",Search
https://www.net-a-porter.com/en-mt/,"<input type=""text"" placeholder=""Search NET-A-PORTER"" class=""SearchOverlay2__input"" value="""">",Search
https://www.forever21.com/,"<input class=""site-search__field is-invalid"" type=""search"" id=""siteSearch--desktop"" name=""q"" value="""" data-search-component=""input"" placeholder=""What can we help you find?"" data-mobile-placeholder=""Search"" autocomplete=""off"" required="""" minlength=""3"" aria-describedby=""q-1145529672656"">",Search
https://fineartamerica.com/,"<input type=""text"" id=""searchFormHeaderInput"" name=""searchtag"" onfocus=""headerSearchFocus();"" onkeypress=""checkForEnterSearchFormHeader(event);"" value="""" placeholder=""Search"" title=""Search"">",Search
https://www.lush.com/uk/en,"<input type=""search"" placeholder=""Search"" aria-controls=""searchResults"" data-test=""search-input"" value="""">",Search
https://www.eu.forzieri.com/,"<input id=""frmSearchFindSpec"" type=""search"" class=""text"" name=""s"" placeholder=""I'm looking for"" value="""">",Search
https://www.packtpub.com/,"<input id=""search"" type=""text"" name=""q"" class=""input-text algolia-search-input aa-input"" autocomplete=""off"" spellcheck=""false"" autocorrect=""off"" autocapitalize=""off"" placeholder=""Search..."" role=""combobox"" aria-autocomplete=""list"" aria-expanded=""false"" aria-labelledby=""search"" aria-owns=""algolia-autocomplete-listbox-0"" dir=""auto"" style=""position: relative; vertical-align: top;"">",Search
https://www.underarmour.com/en-us/,"<input class=""form-control js-search-field b-search-input"" name=""q"" value="""" placeholder=""Search UA"" role=""combobox"" autocomplete=""off"" data-min-chars=""1"" aria-haspopup=""listbox"" aria-expanded=""false"" aria-autocomplete=""list"" aria-activedescendant="""" aria-label=""Enter Keyword or Item No."" type=""search"">",Search
https://www.hsn.com/,"<input autocomplete=""off"" id=""search-input"" name=""query"" placeholder=""Search by item # or keyword"" type=""search"" unbxdattr=""sq"">",Search
https://stylesforless.com/,"<input type=""search"" name=""q"" value="""" placeholder=""Search"" aria-label=""Search"">",Search
https://www.abebooks.com/,"<input autocomplete=""off"" aria-autocomplete=""list"" aria-controls=""react-autowhatever-header-searchbox-input-m"" class=""gnav-searchbox-input-m"" id=""header-searchbox-input-m"" name=""kn"" placeholder=""Search AbeBooks"" aria-label=""Enter keyword, title, author or ISBN"" value="""" type=""search"">",Search
https://www.harborfreight.com/,"<input type=""text"" class=""input__textInput--uj3w6d"" autocomplete=""off"" id=""search-input"" name=""search"" placeholder=""What are you looking for today?"" title=""Search"" value="""">",Search
https://www.joann.com/,"<input class=""site-search__field"" type=""search"" id=""siteSearch"" name=""q"" value="""" data-search-component=""input"" placeholder=""Search for products, brands, inspiration..."" autocomplete=""off"" aria-describedby=""q-618585256477"">",Search
https://www.kobo.com/,"<input name=""query"" aria-label=""search"" autocomplete=""off"" class=""search-field"" id=""sl"" placeholder=""Search by title, author, series or ISBN"" type=""search"" value="""">",Search
https://www.crateandbarrel.com/,"<input type=""search"" id=""header-header-search-input"" name=""query"" class=""search-typeAhead-input "" placeholder=""What can we help you find?"" maxlength=""100"" autocomplete=""off"" value="""" aria-label=""Search"" role=""combobox"" aria-expanded=""false"" aria-controls=""typeAhead-result-header"" aria-autocomplete=""both"" aria-activedescendant="""" aria-owns=""typeAhead-result-header"">",Search
https://www.primark.com/,"<input aria-invalid=""false"" placeholder=""Search"" type=""text"" aria-label=""Search"" class=""MuiInputBase-input MuiInput-input MuiInputBase-inputAdornedStart"" value="""">",Search
https://www.frmoda.com/en/,"<input data-extra-param=""extra"" id=""myInput"" type=""search"" name=""q"" value="""" class=""input-text required-entry"" maxlength=""128"" data-categories="""" placeholder=""Search..."" autocomplete=""off"" style=""background-image: none;"">",Search
https://www.petsmart.com/,"<input class=""dp-search-input"" type=""text"" name=""q"" placeholder=""search"" title=""Search"" autocomplete=""off"">",Search
https://www.bathandbodyworks.com/,"<input type=""search"" id=""q"" name=""q"" class=""on-site-search-box valid"" value="""" placeholder=""Search by fragrance or product..."" autocomplete=""off"" style=""text-overflow: ellipsis; white-space: nowrap; overflow: hidden; transition: width 400ms ease 0s;"" aria-invalid=""false"">",Search
https://www.roguefitness.com/,"<input id=""search-bar-input"" placeholder=""Search"" autocomplete=""off"" value="""" class=""search-input"" data-v-0e26b51b="""">",Search
https://www.finishline.com/,"<input type=""text"" id=""searchBarSearchBox"" aria-label=""Search Field"" placeholder=""Search"" autocomplete=""off"" name=""Ntt"">",Search
https://www.ray-ban.com/international,"<input type=""text"" name=""searchTerm"" id=""searchTerm"" onkeyup=""search(this)"" placeholder=""Search the Ray-Ban site"">",Search
https://www.harveynichols.com/,"<input type=""search"" id=""search-input"" autocomplete=""off"" placeholder=""Enter a search term"" class=""nav-search__input js-search-input"" name=""q"" maxlength=""40"" value="""">",Search
https://www.kmart.com/,"<input accesskey=""2"" type=""text"" autocomplete=""off"" autocorrect=""off"" id=""keyword"" name=""keyword"" value="""" title=""Search Kmart"" alt=""Search Kmart"" placeholder=""Find something great"" class=""ui-autocomplete-input"">",Search
https://www.scanmalta.com/shop/,"<input id=""search"" type=""text"" name=""q"" value="""" class=""input-text mdl-textfield__input"" maxlength=""128"" role=""combobox"" aria-haspopup=""false"" aria-autocomplete=""both"" autocomplete=""off"">",Search
https://us.pandora.net/,"<input name=""q"" id=""q"" class=""Simple-search__search-field js-search-field"" value="""" placeholder=""SEARCH"" autocomplete=""off"" type=""search"">",Search
craigslist.org,"<input id=""query"" class=""querybox flatinput ui-autocomplete-input"" name=""query"" data-autocomplete=""search-count"" autocorrect=""off"" autocapitalize=""off"" placeholder=""search Craigslist"" autofocus=""autofocus"" autocomplete=""off"">",Search
taobao.com,"<input class=""rax-textinput rax-textinput-placeholder-4 searchbar-input"" placeholder=""water glass"" data-spm-anchor-id=""a2141.241046-mt.searchbar.i0.41ca6f11A1tDlo"">",Search
rakuten.co.jp,"<input class=""input-text--37z4R"" type=""search"" id=""common-header-search-input"" placeholder=""Keyword search"" name=""sitem"" value="""">",Search
trendyol.com,"<input class=""search-bar"" type=""text"" placeholder=""Type the product, category or brand you are looking"" value="""">",Search
flipkart.com,"<input class=""_3704LK"" type=""text"" title=""Search for products, brands and more"" name=""q"" autocomplete=""off"" placeholder=""Search for products, brands and more"" value="""">",Search
allegro.pl,"<input required="""" type=""text"" autocomplete=""off"" name=""string"" role=""combobox"" aria-autocomplete=""both"" aria-controls=""suggestions-listbox"" data-role=""search-input"" placeholder=""what are you looking for?"" class=""mr3m_1 mli2_1 mjyo_6x mse2_40 mqu1_40 mp4t_0 m3h2_0 mryx_0 munh_0 mg9e_0 mj7a_0 mh36_0 mvrt_8 mlkp_ag mefy_5r mldj_0 mm2b_0 _14uqc mgmw_q3 mh85_0 _535b5_1gH6X"" autofocus="""">",Search
jd.com,"<input clstag=""pageclick|keycount|hk|search_a"" type=""text"" onkeydown=""javascript:if(event.keyCode==13) search('key');"" autocomplete=""off"" id=""key"" accesskey=""s"" class=""text"">",Search
